,title,pers,extracted_names
75,"Documents comptables de Saint-Martin de Tours à l'époque mérovingienne publiés par Pierre Gasnault, avec une étude paléographique par Jean Vezin","['Saint-Martin', 'Gasnault', 'Ephrem le Syrien', 'Jean Vezin', 'Vezin', 'Charlemagne', 'Charles Samaran']","Journal des Savants, ig, "
76,"Documents nouveaux sur les mœurs populaires et le droit de vengeance dans les Pays-Bas au XVe siècle. Lettres de rémission de Philippe le Bon, publiées et commentées par Ch. Petit-Dutaillis","['Philippe le Bon', 'H. Champion', 'Aug', 'Paul Guérin', 'Le Cacheux', 'Henri VI', 'Petit-Dutaillis', 'Henri Steix']",Henri Steix
77,"Documents pour servir à l'histoire de l'occupation française du royaume de Naples sous Louis XII. publiés et annotés par Henri Courteault (Extrait de l'Annuaire-Bulletin de la Société de l'Histoire de France, année 1915)","['Louis XII', 'Courteault', 'Nicolay', 'Jean Nicolay', 'Anne de Bretagne', 'Ferdinand le Catholique', 'Ferdinand', 'Etienne de Vesc', 'Dieu prandre', 'Anne', 'Gié', 'Seminara', 'Roi', 'Consal Ferrando', 'Louis de Póncher', 'Toppi', 'H. Lemonnier']",H. Lemonnier
78,"Démocrite. Doctrines philosophiques et réflexions morales, traduites et précédées d'une introduction par Maurice Solovine","['Maurice Solovine', 'F. Alcan', 'Hermann Diels', 'Solovine', 'Maurice Croiset']",Maurice Croiset
79,"Encyclopaedia of Religion and Ethics,vol. V, edited by James Hastings","['V. Dravidians-Fichte', 'Edinburgh', 'Farabi', 'Carra de Vaux', 'Épictète', 'Arnold', 'Fichte', 'Speight', 'Hicks', 'Haldane', 'Mac Ritchie', 'Leroy', 'Keane', 'Ton', 'Feet', 'J. Hastings', 'George Foucaiît']",George Foucaiît
80,"Encyclopédie de l'Islam. Dictionnaire géographique, ethnographique et biographique des peuples musulmans","['A. J. Wensinck', 'E. Lévi-Provençal', 'H. A. R. Gibb', 'C. Klincksieck', 'Basi', 'Okba', 'Itiyala']",H. U
81,"Encyclopédie de l'Islam. Dictionnaire géographique, ethnographique et biographique des peuples musulmans, publié avec le concours des principaux orientalistes par MM. Th. Houtsma, A. J. Wensinck, E. Lévi-Provençal, H. A. R. Gibb et W. Heffening","['A. J. Wensinck', 'E. Lévi-Provençal', 'H. A. R. Gibb', 'W. Heffening', 'Leyde', 'Nizam I Djedid', 'Sélim III', 'Alf Laila wa Laila']",H. D
82,"Encyclopœdia of Religion and Ethics, edited by James Hastings","['Ton', 'Baal', 'Sidney Hartland', 'V Arthurian', 'James Hastings', 'George Foucart']",George Foucart
83,"Entaphia, In Memoria di Emilio Pozzi la scuola torinese di storia antica","['Emilio Pozzi', 'Ceprano nella Divina Commedia', 'Gaetano de Sanctis', 'Luigi', 'Aldo Ferrabino', 'Augusto Rostagni', 'Isocratee Filippo', 'Lorenzo Coccolo', 'II decreto apostolico di Gerusalemme', 'Giovanni Angelo', 'Esame storicocritico del']",H. D
84,"Ephemeris Dacoromana. Annuario della Scuola Romena di Roma, 1932","['Panaitescu', 'Nicola Iorga', 'Alexander Emmanuel Lahovary', 'V. Parvan', 'Benito Mussolini', 'Populus Daco', 'Romanus hanc', 'Thomas Ashby', 'Panaitéscu', 'Daniele da Volterra', 'Horia', 'Armi', 'G. Stefan', 'Hortensia Dumitrescu', 'Stefan Pasca']",H. D
85,Ephemeris Dacoromana,"['V. Pârvan', 'Panaitescu', 'Popescu', 'Palatin', 'Florescu', 'Dacie Supérieure', 'S. Marco de Rossano', 'Mme Dunareanu-Vulpe', 'Gramada', 'Dumitreseu', 'Durry']",M. Durry
86,"Ephemeris Dacoromana, Annuario della Scuola Romena di Roma, III","['Mlle Virginia Vasiliu', 'Costantino Brâncoveanu', 'Pietro Cavallini', 'Lugli', 'Ashby', 'Panaïtescu', 'Mateescu', 'Radu Vulpe', 'Pârvan', 'Thracicum', 'Marcel Dlruy']",Marcel Dlruy
87,"Ephemeris Dacorpmana. A nnuario della scuola Romena di Roma, 1935","['Panaitescu', 'Virgil Vatasianu', 'Grigore Ionescu', 'Monticelli', 'Tarquinia', 'Nicolas Laslo', 'Ovide']",H. D
88,"Escuela española de Ârqueologia é Historia en Roma. Cuadernos de Trabajos, tomes I, II","['MartinRobles', 'Molinos', 'F. Marterell', 'Ordinatione Ecclesi.v', 'Valentinœ', 'Ramion', 'Raymond Lulle', 'L. Serrano', 'Fray Nicolas Rossel', 'J. Pijoan', 'Juan M. Perea', 'Raymond Lantier']",Raymond Lantier
89,Exempla Codicum Graecorum litteris minusculis scriptorum annorumque notis instructorum. Volumen prius : Codices Mosquenses. Ediderunt Greg. Ceretelli et Sergius Sobolevski,['Ceretelli'],M. C
90,"Exploration archéologique de Dèlos, fasc. XVII : Les Vases de Délos, fouilles du Service hellénique des Antiquités et de l'École française d'Athènes publiées par Ch. Dugas et C. Rhomaios, III.Les vases orientatlisants de style non mélien, 1935","['C. Rhomaios', 'E. deBoccard', 'Dugas', 'Bela', 'Tbétis', 'Achille', 'Telle', 'A. Merlin']",A. Merlin. 
91,"Exploration archéologique de Délos, fasc. XV : Les Vases de Délos, fouilles du Service hellénique des Antiquités et de l'École française d'Athènes publiées par Ch. Dugas et C. Rhomaios, I. Les vases préhelléniques et géométriques, 1934","['Dugas', 'C. Rhomaios', 'E. de Boccard', 'Rhomaios', 'Rho-maios', 'Théra', 'D. Stavro-poullos', 'G. Polykan-driotis', 'A. Merlin']",A. Merlin
92,Festgabe fur Martin von Schanz zur 70. Geburtstagsfeier,"['Martin von Schanz', 'Curt Kalitzsch', 'Martin von Schanz de Wurzbourg', 'Beda', 'Alois Patin', 'Œdipe', 'Co lone', 'A. Dyroff', 'Arist', 'Platon', 'Jos', 'Abel', 'Cari Weyman', 'Tacite', 'Néron', 'Ludw', 'F. Ruess', 'A. Dyroff, Souvenirs de notre Séminaire Catulle', 'C. Grùnewald', 'A. Maidhof']",C. SoUHDILLE
93,Festschrift Meinhof. Sprachwissenschaftliche und andere Studien,"['Festschrift Meinhof', 'Kommissions Verlag', 'C. Meinhof', 'Enrico Cerulli', 'Carlo Conti Rossini', 'Sui linguaggi parlati', 'Wilhelm Heinitz,', 'Hans Jensen', 'Bruno Gutmann', 'Grusslieder der Waschagga', 'K. Roehl', 'E ine fasi', 'Marion S. Stevenson', 'Maurice Delafosse', 'Northcote W. Thomas', 'D. F. Bleek', 'P. Blessing Dahle', 'Fine Siegeshymne', 'Gottfried Beyer', 'Arzneipflanzen der Sotho-Neger', 'Walter Bourquin', 'Magische Sprache', 'Otto Scheerer', 'Walter', 'Sidney IL Ray', 'Franz Boas', 'Leonard', 'Meinhof', 'Piero Meriggi', 'G. Panconcelli-Calzia', 'A. Meillet']",H. D
94,"Festschrift. Walther Judeich, zum 70. Geburtstag, überreicht von Jenner Freunden.","['Walther', 'Jenaer Freunden', 'Hermann Bòhlaus', 'Wilhelm Pôrpfeld', 'Albrecht von Blumenthal', 'Behrendt', 'Georg Goetz', 'Varrò', 'Hugo Preller', 'Paulus oder Seneca', 'Karl Barwick', 'Ernst Diehl', 'Zur Datierung', 'Friedrich Zucker', 'Theodor Meyer-Steinegg', 'Willy Staerk', 'Alexander', 'Otto IH Kaiser', 'Carl Georg Brandis', 'Georg Mentz', 'Historikers Burcard', 'Albert', 'Wilhelm von Humboldts Briefe', 'Gottfried Hermann', 'Friedrich Schneider', 'Albert Leitzmann', 'Theodor Meyer-Steihegg']",H. D
95,Florilegium ou Recueil de travaux d'érudition dédiés à M. le marquis de Vogüé ,"['Vogiié', 'Ton', 'Aliotte de la Fùye', 'E. Babelon', 'C. Bezold', 'R. Brûnnow', 'R. Gagnât,', 'Carra de Vaux', 'De Tvr', 'Max', 'Conti Rossini', 'A.-L. Delattre', 'Sceau de Jean', 'J. Delaville Le Roulx', 'Dieulafoy', 'P. Durrieu', 'René', 'R. Dussaud', 'Nouvelle drachme nabaléenne', 'C. Enlart', 'J. Euting', 'Notulae epigraphicae', 'P. Fournier', 'Burchard de Worms', 'P. Girard', 'Ign', 'P. Haupt', 'A Macchabean talisman', 'B. Haussoullier,', 'Héron de Villefosse', 'Zur semitischen Altertumskunde', 'Kohler', 'J. Lagrange', 'H. Vincent', 'Mark Lidzbarski', 'Enno Littmann', 'Low', 'D. S. Margoliouth', 'G. Maspero', 'A. Merx', 'D. H. Millier', 'E. Naville', 'H. Omont', 'François Arnaud', 'H. Pognon', 'Massoni', 'E. Pottier', 'H. Reckendorf', 'A. de Ridder', 'Hadad', 'Ein allaramàiscker', 'Konigs Amyrtaeus', 'A. II', 'V. Scheil,', 'Ballhamr', 'G. Schlumberger', 'Geographische Xainen', 'Bnches Jonas', 'E. Senart', 'Seymour de Ricci', 'C. Torrey', 'Bethulia', 'V. Zapletal', 'Zur Metrik von Isaïas']",R. C
96,"Fondation Eugène Piot. Monuments et Mémoires publiés par l'Académie des Inscriptions et Belles-Lettres sous la direction de Georges Perrot et Robert de Lasteyrie, avec le concours de Paul Jamot. T. XXI, fascicule 2","['Eugène Piot', 'Georges Perrot', 'Robert de Lasteyrie', 'Paul Jamot', 'E. Leroux', 'Jean de Mot', 'Etienne Michon', 'Adolphe Reinach', 'Comte', 'Paul Durrieu']",fascicule se compose de huit planches
97,Fouilles françaises d'El-Akhymer. Premières recherches archéologiques à Kich. par H. De Genouillac. Tome premier,"['E. Champion', 'George Smith', 'Kich', 'Kis']",V. S
98,Genethliakon. Carl Robert zum 8. März 1910 überreicht von der Graeca Halensis.,"['Cari Robert', 'Genethliakon', 'Aristophane', 'Anomia', 'Archaeologische Beilraege', 'Hiller von Gaertringen', 'R. Koldewey', 'P. Kretschmer', 'F. Noack', 'Pausanias', 'Ménandre', 'Homer', 'G. Wissowa', 'F. Bechtel', 'E. Meyer', 'Periegese von Hawara', 'B. Erdmann', 'Betrachtangen', 'Graeca Halensis', 'Bernard Haussoulmer']",Bernard Haussoulmer
99,"Gli Idilli di Teocrito, tradotti in versi italiani da Angelo Taccone, con introduzione e note","['Angelo Taccone', 'Théocrite', 'Fraccaroli', 'Taccone', 'Maurice']",Maurice Choiset
100,"Glossaire des patois de l'Aunis et de la Saintonge, par Georges Musset","['Marcel Pelusson', 'Charles Vjckn', 'Masson', 'Jourbe ila Coubrei, déijrépir', 'Albert Dauzat']",Albert Dauzat
101,"Glossaire des patois et des parlers de l'Annis et de la Saintonge, par Georges Musset","['Georges Musset', 'Pellisson', 'Charles Vigen', 'Masson', 'Jônain', 'Louis Favre', 'G. Musset', 'Roy', 'Bassiô', 'Littré', 'Verrier', 'Souhaitons', 'Albert Dauzat']",Albert Dauzat
102,"Glossaire des patois et des parlers de l'Aunis et de la Saintonge, par Georges Musset, avec la collaboration de Marcel Pellisson et Charles Vigen, 1938","['Georges Musset', 'Pellisson', 'Charles Vigen', 'Beaulieu', 'Masson', 'Renaud', 'G. Musset', 'Albert Dauzat']",Albert Dauzat
103,"Handbuch der Archäologie (im Rahmen des Handbuchs der Altertumswissenschaft), 6te Lieferung : Malerei und Zeichnung par A. Rumpf","['Handbuch der', 'Rahmen des H<mdbuçhs', 'Rumpf', 'E. Pfuhl', 'Buschor', 'Polygnote', 'Mikon', 'Welter', 'Hadrien', 'Cimon de Cléonées', 'Euphronios', 'Cimon', 'P. Devambez']",P. Devambez
104,Harvard studies in classical philology edited by a committee of the classical instructors of Harvard University. Volume XXVI,"['Humphrey Milford', 'Otis Johnson Todd', 'Arthur Edward Romilly Boak', 'George W.Robinson', 'Humphrey', 'Roy Kenneth Hack', 'Charles Pomeroy Parker', 'Aristides', 'Evangelus Phoutrides', 'Lester Burton Struthers', 'Claudianus pracceptis rhetoricis in laudationibus']",H. D
105,"Herakleitos von Ephesos, griechisch und deutsch, von Hermann Diels","['Y Heraclite de Diels', 'Diels']",M. G
106,"Hesperia, Journal of the American School of classical Studies at Athens, 1932","['Rhys Carpenter', 'Athéna', 'Dalton', 'Cécrops', 'Déméter', 'Philomèle', 'Itys', 'Erechthéides', 'Procris', 'Céphale', 'Procné', 'Oscar Broneer', 'Eros', 'Aphrodite', 'G. T. Seltman', 'K. Kourouniotis', 'Plutarque', 'Hadrien', 'A. Merlin']",A. Merlin
107,"Histoire générale publiée sous la direction de G. Glotz. Histoire ancienne, 2e partie : Histoire grecque ; t. I : Des origines aux guerres médiques, par G. Glotz avec la collaboration de R. Cohen","['Glotz', 'R. Cohen', 'Corinlhe', 'Mégare', 'Sicyone', 'Solon', 'Clisthènes', 'Cretois', 'Lycurgue', 'Vhabeas', 'Homère', 'Apollon', 'Dionysos', 'Grotone', 'Hécatée de Milet', 'A. Merlin']",A. Merlin
108,Hittite Studies,"['Geuthner', 'George A. Barton', 'Nulle', 'Hrozny', 'Forrer', 'J. Friedrich', 'Mursilis II', 'Boileau']",P. Dhorme
109,"Hommages à Serge Sauneron : Égypte pharaonique, Égypte postpharaonique, Annales Islamologiques ","['Serge Sauneron', 'Pierre Montet', 'Gustave Lefebvre', 'Pierre Lacau', 'Jean Yoyotte', 'Psammétique II', 'Plutarque', 'Apulée', 'Jules Leroy', 'Jean Leclant']",Jean Leclant
110,How to observe in archaeology. Suggestions for travellers in the near and middle East,"['Bernard Quaritch', 'G. F. Hill', 'W. M. Flinders Pétrie', 'J. L. Myres', 'D. G. Hogarth', 'Dom Fernand Cabrol', 'Dom Henri Leclercq', 'Dom Gabrol', 'Dom Leclercq', 'Faillis']",R. C
111,"Hésiode. Les Travaux et les Jours, texte grec avec une introduction, des notes et une traduction française, par P. Walz","['Hésiode', 'P. Walz', 'Flach', 'Maurice Croiset']",Maurice Croiset
112,"I Registri della Cancelleria angioina, ricostruiti da Riccardo Filangieri con la collaborazione degli archivisti napoletani, vol. XIII à XXII, XXVIII et XXIX","['Cancelleria', 'Riccardo Filangieri', 'Testi e documenti di storia napoletana pubblicati', 'Mlle Joie Mazzoleni', 'Charles II', 'Mansourah', 'Durrieu', 'Père P. H. Laurent', 'Jean Longnon']",Jean Longnon
113,"I Registri della Cancelleria angioina, ricostruiti da Riccardo Filangieri con la collaborazione degli archivisti napoletani","['Riccardo Filangieri', 'Testi e documenti di storia napoletana publicati', 'Charles II', 'Mlle Mazzoleni', 'Mlle Renata Orefice de Angelis', 'Iolanda Donsi Gentile', 'Jean Longnon']",Jean Longnon
114,"In Memoria lui Vasile Parvan, 1934","['Vasile Parvan', 'Volum publicat', 'Asociatia Acade-mica', 'Romane din Roma', 'G. Balmus', 'Saint Augustin', 'Licentius', 'V. Bancila', 'Tragicul', 'Anaxandros', 'Catre', 'Problema datoriilor in lumea', 'Justinian', 'Intorno', 'Franco Bolognese', 'J. Carcopino', 'Della Corte', 'G De Sanctis', 'Dario', 'Hortensia Dumitrescu', 'Un tezaur de monete romane', 'H. Focillon', 'G. Fotino,', 'D. Gazdaru', 'Maria Holban', 'Mentorul sluden', 'C. Marinescu', 'Pie II', 'V. Mun-teanu', 'P. Nico-rescu', 'G. Oprescu', 'Bonifazio Veronese', 'P. Orsi', 'R. Ortiz', 'Strabon', 'Petre Rares', 'Supra-nume del', 'C. Perdrizet', 'S. Puscariu', 'Etimologia', 'A. Radulecu', 'A. Sa', 'Vlahii din Calcidica', 'G. P. Stevens', 'R. Vulpe']",H. 
115,Institut d'Estudis Catalans : Anuari MCMXIII-MCMXIV. Vol. II,"['Ànuari MCMXIII', 'Jean-de-Dieu', 'Charles de ïourtoulon', 'Maria de Mirales', 'Guissona', 'Santa', 'Calaceit', 'Macalio', 'Els Castellans', 'Sant Antoni', 'Pedro Bosch Gimpera', 'Jésus-Christ', 'Ier', 'Tossal Redo', 'Els Castellaus', 'Els Castillans', 'Cabré', 'Raymond Lantier']",Raymond Lantier
116,Institut d'Estudis Catalans. Anuari MCMXIII-MCMXIV. Vol. I,"['Cervera', 'Jacques Ier', 'Manuel de Montoliu', 'Rubió', 'Raimond Lull', 'Guillaume-Marie de Rroca', 'Giraud', 'Roger de Loria', 'Frédéric III de Sicile', 'François', 'Daniel Girona', 'Emmanuel Cazurro', 'Emile Gandia', 'Puig', 'Alexandre de Laborde', 'Couyat-Barthoux', 'J.-A. Brutails']",J.-A. Brutails
117,Institut d'Estudis catalans. Secció històrico-arqueològico. Anuari MCMXVXX. T. VI,"['Secció històrico-arqueològico', 'Virgile', 'Joan', 'Joan Vilar', 'Barceloni', 'Joseph Pons i Massana', 'P. J. Pons', 'A. Rubió i Lluch', 'Frederic III', 'Joacquim Folch i Torres', 'Ramon Arnal de Biure', 'Joseph Gudiol i Cunil', 'P. Wernert', 'A. Duran', 'Exploració arqueológicadel Barrane de Valltorta', 'P. Bosch', 'Consideracions', 'J. Colominas Roca', 'Vestat actual', 'J. Puig y Cadafalch', 'Sant Marti Saroca', 'Mallorca', 'Uestandart de Sant Ot', 'Christ']",même le début du XIIIe Ravmond Lantikr
118,"Inventaire des mosaïques de la Gaule et de l'Afrique, t. III","['Leroux', 'Néréides', 'Jupiter', 'Diane', 'Actéon', 'Apollon', 'Marsyas', 'Chiron', 'Hercule', 'Latone', 'R. Cagnat']",R. Cagnat
119,"Inventaire des périodiques scientifiques des Bibliothèques de Paris, dressé sous la direction de M. Alfred Lacroix par M. Léon Bultingaire avec la collaboration des bibliothécaires de Paris et le concours de M. Ad. Richard. Fascicule IV","['Alfred Lacroix', 'Bultingaire', 'MassOn', 'A. Lacroix']",H. D
120,"Istituto Storico Italiano. Fonti per la Storia d'Italia. Statuti della Provincia Romana, Vicovaro, Cave, Roccantica, Tivoli..., par F. Tomassetti, V. Federici et P. Ecidi. __**__ Statuti di Ascoli Piceno, par L. Zdekauer et P. Sella","['V. Federici', 'P. Ecidi', 'Statuti di Ascoli', 'L. Zdekauer', 'Vicovaro', 'Castel Fiorentino', 'Ripi', 'Colonna', 'P. Egidi', 'P. Sella', 'E. RODOCANACHI']",Sella.  E.  RODOCANACHI
121,"Istituto di Studi Romani, Africa Romana","['Ulrico', 'Fabius', 'E. Ciaceri', 'Zama', 'Jugurlha', 'D. Siciliani', 'A. Momigliano', 'Gsell', 'Septime Sévère', 'G. Colomba', 'Justinien', 'P. Romanelli', 'C. Cecchelli', 'Apulée', 'Tertullien', 'Arnobe', 'Lactance', 'G. Amatucci', 'R. Paribeni', 'Ptolémée', 'Auguste', 'Hadrien', 'G. Guidi', 'R. Cagnat']",R. Cagnat
122,"Istituto di Studi Romani. Gli Studi Romani nel mondo, 1934","['Licinio Cappelli', 'Albert W. von Buren', 'Jéróme', 'Ludwig Curtius', 'Toshio Muto', 'Jan A. Richmond', 'Pietro de Francesci', 'Hendrik M. R. Leopold', 'Axel Boe-thius', 'Gyula Miskolczy']",H. D
123,"Itinerari de Jaume I « el Conqueridor » per Joaquim Miret y Sans, doctor en dret civil i canonic, membre de l'Institut d'estudis catalans","['Itinerari', 'Jaunie I', 'Joaquim Miuet', 'Miret', 'Jacques Ier', 'Manuel de Bofarull', 'D. José Yillaroya', 'Lecoy de la Marche', 'Ernest Petit', 'Rouelle', 'Viard', 'Gimenez Soler', 'Roque Chabas', 'D. Manuel de Foronda', 'Charles-Quint', 'Mirel', 'Aragon', 'K. MartinChabot', 'Pere M arsili', 'Jacme lo Cofiqueridor', 'Pons de Copons, base', 'Aguilô', 'Pere Marsili', 'Aguiló', 'A. Morel-Fatio']",A. Morel-Fatio
124,"Journal of the Manchester Egyptian and Oriental Society, 1915-1916.","['Alphonse Mingana', 'Prophète', 'Casanova', 'Al Hajjaj', 'E. II', 'G. Elliot Smith', 'Lane Fox', 'Pitt Rivers', 'Gaston Maspero', 'Winifred M. Crompton']",Crompton. H. C
125,"Journal of the Manchester Egyptian and Oriental Society, 1918-1919 et n° IX. 1921","['Aylward M. Blackman', 'T. Witton Davies', 'Theodore M. Robinson', 'Maurice A. Ganney', 'W. M. Crompton', 'Haworth']",Crompton.  es. se Haworth.  H.  D
126,"Kulturgeschichte des alten Orients. III. — A. Götze, Kleinasien. A. Christensen, Die Iranier","['Kaltunjearhichfe', 'A. Gòtze', 'Kleinasien', 'A. Ghristensen', 'Munich', 'Beck', 'Gótze', 'Gotze', 'Christensen', 'Alexandre le Grand', 'G. Contenait']",G. Contenait
127,Kālidāsa. Le Raghuvamça. (La lignée des Fils du Soleil.) Poème en six chants traduits du sanscrit par Louis Renou,"['Renou', 'Descendance', 'Raghu', 'Râma', 'Aja', 'Vili', 'J. Bacot']",J. Bacot
128,"L'Abbaye des Vaux de Cernay. Monographie publiée par M. Marcel Aubert pour M. le baron Henri de Rothschild, 1931","['Marcel Aubert', 'Henri de Rothschild', 'Marcel', 'Simon de Neau-phle', 'Louis VII', 'Thibaut de Marly', 'Nathaniel de Rothschild', 'Jean Hubert', 'P radei', 'Aubert', 'Jean Verrier', 'Thomas', 'Adrien Blanchet']",Adrien Blanchet
129,"L'art funéraire à l'époque des Han, publié avec le concours de l'Académie des Inscriptions et Belles-Lettres (Fondation Dourlans) par MM. Victor Segalen (décédé en ma11919), Gilbert de Voisins et Jean Lartigue, membre de la Mission Archéologique en Chine (1914-1917), 1935","['Victor Segalen', 'Gilbert de Voisins', 'Jean Lartique', 'Paul Geuthner', 'Edouard', 'Chavannes', 'Fan Min', 'DE LàBOflD�']",A. DE LàBOflD�
130,L'art religieux finlandais au Moyen Âge. Choix de reproductions de monuments avec texte explicatif,"['Amos', 'Hirn', 'Carolus Lindberg', 'Meinander', 'Aarno', 'Ilmari Krohn', 'Garolus Lindberg', 'Conradi', 'Uusikirkko', 'Père Eternel', 'Christ', 'Aarno Malin', 'Abo', 'Louis Biskiiïeiî']",Louis Biskiiïeiî
131,"L'hellénisation du monde antique. Leçons faites à l'École des Hautes Études sociales par MM. V. Chapot, G. Colin, Alfred Croiset, J. Hatzfeld. A. Jardé, P. Jouguet, G. Leroux, Ad. Reinach, Th. Reinach","['V. Chapot', 'G. Colin', 'Alfred Croiset', 'J. Hatzfeld', 'P. Jouguet', 'G. Leroux', 'Adolphe Reinach', 'Gabriel Leroux', 'Ton', 'Cyrène', 'Alexandre', 'VII-VIII', 'Hatzfeld', 'Jardé', 'Auguste', 'Chapot', 'Jouguet', 'Théodore Reinach', 'Colin', 'Scipion Émilien', 'César', 'Hadrien', 'Marc Aurèle', 'Plotin', 'Paul Monckaux']",Paul Monckaux
132,"L'Énéide de Virgile. Étude et analyse par L.-A. Constans. Collection : Les Chefs d'œuvre de la littérature expliqués, publiés sous la direction de René Doumic","['Virgile', 'L.-A. Constans', 'René Doumic', 'Sainte-Beuve', 'Balzac', 'Homère', 'Pierre de Labriolle']",Pierre de Labriolle
